full_name,registered_year,engine_capacity [cc],insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power [hp],seats,mileage [kmkg],body_type,city,resale_price [USD]
Mahindra TUV,2016,1493,Third Party,Manual,80000.0,First Owner,Diesel,100,7.0,21.752941176470586,SUV,Lucknow,6600.0
Hyundai Grand,2017,1186,Third Party,Manual,60000.0,First Owner,Diesel,70,5.0,28.235294117647058,Hatchback,Lucknow,5160.0
Skoda Kushaq,2022,999,Third Party,Manual,20000.0,First Owner,Petrol,110,5.0,25.599999999999998,SUV,Lucknow,14148.0
Hyundai i20,2019,1197,Third Party,Manual,30000.0,Second Owner,Petrol,80,5.0,24.8,Hatchback,Lucknow,7800.0
Renault Lodgy,2017,1461,Third Party,Manual,60000.0,Second Owner,Diesel,80,8.0,24.75294117647059,MUV,Lucknow,5880.000000000001
Renault Scala,2012,1461,Third Party,Manual,50000.0,Second Owner,Diesel,80,5.0,25.458823529411767,Sedan,Lucknow,3120.0
Maruti Baleno,2019,1197,Third Party,Manual,20000.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,7800.0
Maruti Swift,2015,1248,Third Party,Manual,120000.0,First Owner,Diesel,70,5.0,31.28235294117647,Sedan,Lucknow,6000.0
Hyundai Grand,2017,1186,Third Party,Manual,60000.0,First Owner,Diesel,70,5.0,28.235294117647058,Hatchback,Lucknow,4919.999999999999
Toyota Innova,2010,2494,Third Party,Manual,120000.0,Second Owner,Diesel,100,7.0,15.058823529411766,MUV,Lucknow,6360.0
Tata Indigo,2014,1396,Third Party,Manual,100000.0,Third Owner,Diesel,60,5.0,29.411764705882355,Sedan,Lucknow,2400.0
Mahindra XUV500,2015,2179,Third Party,Manual,120000.0,Second Owner,Diesel,140,7.0,18.823529411764707,SUV,Lucknow,7800.0
Maruti Baleno,2022,1197,Third Party,Manual,10000.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Lucknow,9000.0
Mahindra TUV,2017,1493,Third Party,Manual,60000.0,First Owner,Diesel,100,7.0,21.752941176470586,SUV,Lucknow,6960.0
Maruti Vitara,2021,1462,Third Party,Manual,10000.0,First Owner,Petrol,100,5.0,22.706666666666667,SUV,Lucknow,12000.0
Toyota Fortuner,2013,2982,Third Party,Manual,120000.0,Second Owner,Diesel,160,7.0,15.294117647058824,SUV,Lucknow,14400.0
Mahindra Scorpio,2008,2609,Third Party,Manual,120000.0,Fifth Owner,Diesel,110,9.0,14.941176470588236,SUV,Lucknow,1680.0
Tata Tiago,2022,1199,Third Party,Manual,30000.0,First Owner,CNG,70,5.0,26.49,Hatchback,Lucknow,8400.0
Maruti Swift,2013,1248,Not Available,Manual,85452.0,First Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Lucknow,3264.0
Honda City,2015,1498,Third Party,Manual,51059.0,Second Owner,Diesel,90,5.0,30.58823529411765,Sedan,Lucknow,5700.0
Kia Carens,2022,1353,Not Available,Manual,25365.0,First Owner,Petrol,130,7.0,21.599999999999998,MUV,Lucknow,16800.0
Mahindra TUV,2016,1493,Third Party,Manual,114217.0,First Owner,Diesel,100,7.0,21.752941176470586,SUV,Lucknow,5519.999999999999
Maruti Ciaz,2016,1248,First,Manual,135655.0,First Owner,Diesel,80,5.0,33.04705882352941,Sedan,Lucknow,6000.0
Datsun GO,2018,1198,Not Available,Manual,30896.0,First Owner,Petrol,60,7.0,25.92,MUV,Lucknow,3600.0
Tata Zest,2015,1248,Not Available,Manual,221760.0,First Owner,Diesel,80,5.0,27.058823529411764,Sedan,Lucknow,2808.0
Hyundai Grand,2017,1197,First,Manual,40146.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Lucknow,5040.0
Mahindra Scorpio,2012,2179,Not Available,Manual,159353.0,Second Owner,Diesel,120,7.0,14.176470588235295,SUV,Lucknow,4392.0
Ford Ecosport,2020,1498,Not Available,Manual,23690.0,First Owner,Diesel,90,5.0,25.52941176470588,SUV,Lucknow,10800.0
Tata New,2011,2179,Not Available,Manual,51288.0,First Owner,Diesel,130,7.0,16.388235294117646,SUV,Lucknow,2616.0000000000005
Volkswagen Polo,2014,1198,Not Available,Manual,96966.0,First Owner,Petrol,70,5.0,21.959999999999997,Hatchback,Lucknow,2940.0000000000005
Mahindra KUV,2018,1198,Not Available,Manual,15740.0,Second Owner,Diesel,70,6.0,29.788235294117648,Hatchback,Lucknow,4152.0
Hyundai Verna,2014,1396,Not Available,Manual,133673.0,Second Owner,Diesel,80,5.0,29.176470588235297,Sedan,Lucknow,3840.0
Maruti Alto,2007,796,Not Available,Manual,91640.0,First Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Lucknow,768.0
Tata Indica,2013,1396,Not Available,Manual,107174.0,First Owner,Diesel,60,5.0,29.411764705882355,Hatchback,Lucknow,1536.0
Hyundai Creta,2017,1396,Not Available,Manual,88031.0,First Owner,Diesel,80,5.0,25.152941176470588,SUV,Lucknow,7800.0
Renault KWID,2017,799,Not Available,Manual,40506.0,First Owner,Petrol,50,5.0,33.56,Hatchback,Lucknow,3000.0
Ford Figo,2017,1498,Third Party,Manual,82029.0,First Owner,Diesel,90,5.0,30.388235294117646,Hatchback,Lucknow,4800.0
Honda Brio,2012,1198,First,Manual,49293.0,Second Owner,Petrol,80,5.0,25.866666666666664,Hatchback,Lucknow,3000.0
Toyota Etios,2015,1364,Not Available,Manual,109423.0,First Owner,Diesel,60,5.0,27.75294117647059,Hatchback,Lucknow,5412.0
Tata Nexon,2019,1497,Not Available,Manual,180121.0,First Owner,Diesel,100,5.0,25.294117647058822,SUV,Lucknow,6960.0
Hyundai Verna,2015,1582,Not Available,Manual,102268.0,First Owner,Diesel,120,5.0,26.258823529411767,Sedan,Lucknow,4896.0
Maruti Wagon,2008,1061,Not Available,Manual,184482.0,First Owner,Petrol,60,5.0,25.2,Hatchback,Lucknow,810.912
Toyota Camry,2012,2494,Third Party,Automatic,110098.0,Second Owner,Petrol,170,5.0,17.30666666666667,Sedan,Lucknow,5700.0
Honda Amaze,2018,1198,Not Available,Manual,49681.0,First Owner,Petrol,80,5.0,23.733333333333334,Sedan,Lucknow,6840.0
Renault Kiger,2021,999,Third Party,Manual,10641.0,First Owner,Petrol,70,5.0,25.560000000000002,SUV,Lucknow,7500.0
Tata Bolt,2016,1248,Not Available,Manual,58427.0,First Owner,Diesel,70,5.0,27.0,Hatchback,Lucknow,7056.0
Volkswagen Polo,2014,1198,Not Available,Manual,63488.0,Fifth Owner,Petrol,70,5.0,21.959999999999997,Hatchback,Lucknow,3000.0
Hyundai Santro,2009,1086,Not Available,Manual,89822.0,Second Owner,Petrol,60,5.0,23.893333333333334,Hatchback,Lucknow,1081.6200000000001
Honda Civic,2006,1799,Not Available,Manual,115292.0,First Owner,Petrol,130,5.0,18.0,Sedan,Lucknow,2820.0
Hyundai Santro,2010,1086,Not Available,Manual,63076.0,Second Owner,LPG,60,5.0,24.45454545454545,Hatchback,Lucknow,1800.0
Maruti Wagon,2015,998,Not Available,Manual,96335.0,First Owner,Petrol,60,5.0,27.346666666666668,Hatchback,Lucknow,3059.9999999999995
Tata Safari,2015,2179,Not Available,Manual,72828.0,First Owner,Diesel,140,7.0,16.58823529411765,SUV,Lucknow,7440.0
Maruti Ciaz,2018,1373,Not Available,Manual,16425.0,First Owner,Petrol,90,5.0,27.64,Sedan,Lucknow,7800.0
Maruti Ciaz,2020,1498,Not Available,Manual,70504.0,First Owner,Diesel,90,5.0,31.55294117647059,Sedan,Lucknow,9960.000000000002
Mahindra KUV,2016,1198,Third Party,Manual,91258.0,Third Owner,Diesel,70,6.0,29.788235294117648,SUV,Lucknow,2832.0
Hyundai Aura,2021,1197,Not Available,Manual,55911.0,First Owner,CNG,60,5.0,28.0,Sedan,Lucknow,7980.0
Hyundai i10,2010,1197,Third Party,Manual,85384.0,Second Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Lucknow,1800.0
Maruti Swift,2018,1248,Not Available,Manual,74225.0,First Owner,Diesel,70,5.0,33.411764705882355,Sedan,Lucknow,6600.0
Maruti Wagon,2008,1061,Not Available,Manual,83724.38372093023,First Owner,Petrol,60,5.0,25.2,Hatchback,Lucknow,982.236
Maruti Zen,2008,998,Not Available,Manual,76344.0,First Owner,Petrol,60,5.0,24.266666666666666,Hatchback,Lucknow,761.484
Maruti Vitara,2017,1248,Third Party,Manual,126420.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Lucknow,7200.0
Honda Amaze,2020,1199,Not Available,Manual,88840.0,First Owner,Petrol,80,5.0,24.8,Sedan,Lucknow,8400.0
Toyota Etios,2016,1197,Not Available,Manual,70991.0,First Owner,Petrol,70,5.0,24.213333333333335,Hatchback,Lucknow,5148.0
Honda Jazz,2017,1199,First,Manual,38362.0,First Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Lucknow,5460.0
Chevrolet Sail,2015,1248,Not Available,Manual,86887.0,First Owner,Diesel,70,5.0,26.000000000000004,Sedan,Lucknow,3120.0
Toyota Innova,2011,2494,First,Manual,154947.0,First Owner,Diesel,100,8.0,15.058823529411766,MUV,Lucknow,5400.0
Renault Lodgy,2015,1461,Not Available,Manual,132169.0,Second Owner,Diesel,100,7.0,23.50588235294118,MUV,Lucknow,5436.0
Skoda Rapid,2018,1498,Not Available,Manual,104642.0,First Owner,Diesel,100,5.0,24.858823529411765,Sedan,Lucknow,7800.0
Maruti Alto,2014,998,First,Manual,91059.0,First Owner,Petrol,60,5.0,27.893333333333334,Hatchback,Lucknow,2280.0
Maruti Alto,2011,796,Not Available,Manual,23070.0,First Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Lucknow,1272.0
Toyota Fortuner,2012,2982,Not Available,Automatic,208009.0,Second Owner,Diesel,160,7.0,13.529411764705882,SUV,Lucknow,12660.0
Mahindra Scorpio,2012,2179,Not Available,Manual,70825.0,Second Owner,Diesel,120,7.0,14.176470588235295,SUV,Lucknow,4800.0
Tata Indigo,2012,1193,Third Party,Manual,75238.0,Third Owner,Petrol,60,5.0,20.853333333333335,Sedan,Lucknow,1320.0000000000002
Hyundai Santa,2012,2199,Not Available,Manual,89771.0,First Owner,Diesel,190,7.0,17.24705882352941,SUV,Lucknow,5748.0
Honda City,2023,1498,Not Available,Manual,6622.0,First Owner,Petrol,110,5.0,24.8,Sedan,Lucknow,13800.0
Hyundai EON,2014,814,Third Party,Manual,74318.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,2400.0
Fiat Grande,2011,1248,Not Available,Manual,159045.0,Second Owner,Diesel,70,5.0,23.88235294117647,Hatchback,Lucknow,1200.0
Hyundai Venue,2021,1197,Not Available,Manual,22882.0,First Owner,Petrol,80,5.0,23.36,SUV,Lucknow,8400.0
Mercedes-Benz E-Class,2015,2143,Not Available,Automatic,72905.0,First Owner,Diesel,200,5.0,15.294117647058824,Sedan,Lucknow,24000.0
Hyundai i10,2011,1086,Third Party,Manual,130817.0,Second Owner,Petrol,60,5.0,26.41333333333333,Hatchback,Lucknow,1800.0
Hyundai Grand,2019,1186,Not Available,Manual,34863.0,First Owner,Diesel,70,5.0,28.235294117647058,Hatchback,Lucknow,5040.0
Maruti Ignis,2017,1197,Third Party,Manual,16679.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Lucknow,6023.999999999999
Honda City,2014,1498,Not Available,Manual,120913.0,First Owner,Diesel,90,5.0,29.529411764705884,Sedan,Lucknow,6000.0
Hyundai Xcent,2015,1197,First,Manual,91982.0,Second Owner,Petrol,80,5.0,25.46666666666667,Sedan,Lucknow,3804.0
Maruti Swift,2020,1197,Not Available,Manual,42847.0,First Owner,Petrol,80,5.0,28.28,Hatchback,Lucknow,7800.0
Hyundai i20,2021,1493,Not Available,Manual,33423.0,First Owner,Diesel,90,5.0,29.411764705882355,Hatchback,Lucknow,10200.0
Tata Tigor,2019,1199,Not Available,Manual,60155.0,First Owner,Petrol,80,5.0,27.066666666666666,Sedan,Lucknow,5400.0
Hyundai i10,2012,1086,Not Available,Manual,28447.0,Second Owner,Petrol,60,5.0,26.41333333333333,Hatchback,Lucknow,2520.0
Hyundai EON,2016,814,Not Available,Manual,17435.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,3000.0
Kia Seltos,2019,1353,Not Available,Manual,23556.0,First Owner,Petrol,110,5.0,22.400000000000002,SUV,Lucknow,15000.0
Tata Nexon,2019,1497,Not Available,Manual,98199.0,First Owner,Diesel,100,5.0,25.294117647058822,SUV,Lucknow,8532.0
Tata Tiago,2021,1199,Third Party,Manual,49092.0,First Owner,Petrol,80,5.0,25.346666666666668,Hatchback,Lucknow,6600.0
Toyota Etios,2015,1364,Third Party,Manual,126884.0,Second Owner,Diesel,60,5.0,27.75294117647059,Sedan,Lucknow,4620.0
BMW 3,2021,1998,Third Party,Automatic,17000.0,First Owner,Petrol,250,5.0,21.506666666666664,Sedan,Delhi,53700.0
BMW 5,2017,2993,Third Party,Automatic,42001.0,First Owner,Diesel,260,5.0,20.494117647058825,Sedan,Delhi,40500.0
Audi A4,2014,1968,Third Party,Automatic,61000.0,First Owner,Diesel,140,5.0,19.47058823529412,Sedan,Delhi,14100.0
Mercedes-Benz CLS-Class,2011,3498,Third Party,Automatic,17523.0,First Owner,Petrol,300,4.0,12.346666666666666,Sedan,Delhi,27300.0
Mercedes-Benz CLA,2016,1991,Third Party,Automatic,65023.0,Third Owner,Petrol,360,5.0,20.05333333333333,Sedan,Delhi,40500.0
Land Rover,2020,2179,Third Party,Automatic,26542.0,Second Owner,Diesel,140,7.0,15.094117647058823,SUV,Delhi,69300.0
BMW 5,2017,1998,Third Party,Automatic,34123.0,First Owner,Petrol,250,5.0,20.746666666666666,Sedan,Delhi,52500.0
BMW 5,2021,1995,Third Party,Automatic,43000.0,First Owner,Diesel,180,5.0,23.96470588235294,Sedan,Delhi,65700.0
BMW X1,2019,1995,Third Party,Automatic,54000.0,First Owner,Diesel,180,5.0,20.058823529411764,SUV,Delhi,33300.0
Mercedes-Benz C-Class,2020,1950,Third Party,Automatic,44000.0,First Owner,Diesel,190,5.0,14.823529411764707,Sedan,Delhi,48900.0
Audi A6,2015,1968,Third Party,Automatic,60234.0,Second Owner,Diesel,180,5.0,21.8,Sedan,Delhi,21300.0
Mercedes-Benz GLE,2017,2143,Third Party,Automatic,53580.0,First Owner,Diesel,200,5.0,21.058823529411764,SUV,Delhi,47700.0
BMW 3,2018,1998,Third Party,Automatic,34000.0,Second Owner,Petrol,250,5.0,20.453333333333333,Sedan,Delhi,46500.0
Mercedes-Benz E-Class,2018,1950,Third Party,Automatic,54000.0,Second Owner,Diesel,190,5.0,18.94117647058824,Sedan,Delhi,45300.0
Jeep Wrangler,2019,3604,Third Party,Automatic,27000.0,Second Owner,Petrol,280,5.0,12.666666666666666,SUV,Delhi,53700.0
Land Rover,2019,2995,Third Party,Automatic,8500.0,Second Owner,Petrol,330,7.0,12.226666666666667,SUV,Delhi,86100.0
Ford Ecosport,2017,1498,First,Manual,41709.0,First Owner,Diesel,90,5.0,27.058823529411764,SUV,Lucknow,7860.0
Honda WR-V,2017,1498,First,Manual,41781.0,First Owner,Diesel,90,5.0,30.0,SUV,Lucknow,5880.000000000001
Tata Nexon,2020,1497,First,Automatic,20123.0,First Owner,Diesel,110,5.0,28.317647058823532,SUV,Lucknow,8700.0
Honda Jazz,2015,1199,First,Manual,19929.0,First Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Lucknow,4620.0
Volkswagen Polo,2014,1199,Third Party,Manual,103546.0,First Owner,Diesel,70,5.0,25.96470588235294,Hatchback,Lucknow,3000.0
Hyundai i10,2009,1197,Third Party,Manual,113131.0,Second Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Lucknow,1560.0
Honda City,2020,1497,Third Party,Manual,10989.0,First Owner,Petrol,110,5.0,23.2,Sedan,Lucknow,17100.0
Maruti Wagon,2011,998,Third Party,Manual,80000.0,Second Owner,Petrol,60,5.0,29.05333333333333,Hatchback,Lucknow,2220.0
Maruti Ignis,2018,1197,Third Party,Manual,78000.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Lucknow,4620.0
Maruti Celerio,2021,998,First,Automatic,3688.0,First Owner,Petrol,60,5.0,34.666666666666664,Hatchback,Lucknow,7752.0
Toyota Etios,2012,1364,Third Party,Manual,117000.0,First Owner,Diesel,60,5.0,27.75294117647059,Sedan,Lucknow,3600.0
Maruti Wagon,2020,1197,Third Party,Manual,30000.0,First Owner,Petrol,80,5.0,27.36,Hatchback,Lucknow,7200.0
Maruti Baleno,2021,1197,Third Party,Manual,73114.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Lucknow,7800.0
Hyundai i10,2009,1197,Third Party,Manual,75000.0,First Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Lucknow,1200.0
Maruti Ciaz,2016,1248,Third Party,Manual,110654.0,First Owner,Diesel,80,5.0,30.83529411764706,Sedan,Lucknow,6840.0
Hyundai i20,2013,1197,First,Manual,85458.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Lucknow,3600.0
Tata Indigo,2012,1396,First,Manual,65421.0,First Owner,Diesel,70,5.0,27.729411764705883,Sedan,Lucknow,1800.0
BMW X1,2020,1995,First,Automatic,42000.0,Second Owner,Diesel,180,5.0,24.32941176470588,SUV,Delhi,33900.0
Maruti Alto,2016,998,First,Manual,116231.0,Second Owner,Petrol,60,5.0,32.52,Hatchback,Chandigarh,3816.0
Hyundai Santro,2018,1086,Third Party,Manual,25369.0,First Owner,Petrol,60,5.0,27.066666666666666,Hatchback,Chandigarh,5484.0
Maruti Alto,2018,998,Third Party,Manual,17908.0,First Owner,Petrol,60,5.0,32.52,Hatchback,Chandigarh,4680.0
Maruti Alto,2021,796,First,Manual,1220.0,First Owner,Petrol,40,5.0,29.400000000000002,Hatchback,Chandigarh,4836.0
Maruti Alto,2017,998,First,Manual,12884.0,Second Owner,Petrol,60,5.0,32.52,Hatchback,Chandigarh,3948.0
Maruti Swift,2015,1248,Third Party,Manual,43370.0,Second Owner,Diesel,70,5.0,29.647058823529413,Hatchback,Chandigarh,4488.0
Maruti Swift,2018,1197,First,Manual,81369.0,First Owner,Petrol,80,5.0,28.28,Sedan,Chandigarh,6156.0
Maruti Swift,2014,1248,First,Manual,56357.0,First Owner,Diesel,70,5.0,27.52941176470588,Sedan,Chandigarh,4980.000000000001
BMW 5,2018,1995,Third Party,Automatic,36000.0,First Owner,Diesel,180,5.0,26.447058823529414,Sedan,Delhi,46500.0
Hyundai Grand,2013,1197,Third Party,Manual,60000.0,Second Owner,Petrol,80,5.0,25.2,Hatchback,Chandigarh,4200.0
Maruti Eeco,2018,1196,Third Party,Manual,70000.0,First Owner,CNG,60,5.0,21.94,Minivans,Chandigarh,4560.0
Maruti SX4,2011,1248,Third Party,Manual,120000.0,Third Owner,Diesel,80,5.0,25.294117647058822,Sedan,Chandigarh,3600.0
BMW X5,2022,2998,First,Automatic,18000.0,Second Owner,Diesel,260,5.0,15.741176470588236,SUV,Delhi,102900.0
Hyundai i10,2010,1197,Third Party,Manual,120000.0,First Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Chandigarh,3000.0
Tata Punch,2022,1199,Third Party,Manual,10000.0,First Owner,Petrol,80,5.0,26.786666666666665,SUV,Chandigarh,9408.0
Maruti Eeco,2018,1196,Third Party,Manual,70000.0,First Owner,CNG,60,5.0,21.94,Minivans,Chandigarh,4320.0
Maruti Alto,2019,796,Third Party,Manual,47714.0,First Owner,Petrol,40,5.0,29.400000000000002,Hatchback,Chandigarh,3744.0
Tata Tiago,2022,1199,First,Automatic,13218.0,First Owner,Petrol,80,5.0,26.786666666666665,Hatchback,Chandigarh,8268.0
Honda City,2019,1497,First,Automatic,46518.0,Second Owner,Petrol,110,5.0,24.0,Sedan,Chandigarh,11100.0
Maruti Alto,2020,796,Third Party,Manual,61703.0,First Owner,Petrol,40,5.0,29.400000000000002,Hatchback,Chandigarh,3756.0
Maruti S-Presso,2021,998,Third Party,Manual,33960.0,First Owner,Petrol,60,5.0,28.933333333333334,Hatchback,Chandigarh,5208.0
Mahindra XUV300,2020,1197,Third Party,Manual,40291.0,Second Owner,Petrol,110,5.0,22.666666666666668,SUV,Chandigarh,11160.000000000002
Hyundai Creta,2016,1582,First,Automatic,93714.0,First Owner,Diesel,120,5.0,20.011764705882356,SUV,Chandigarh,9947.999999999998
Renault Duster,2016,1461,Third Party,Manual,53872.0,First Owner,Diesel,80,5.0,23.376470588235296,SUV,Chandigarh,5964.0
Toyota Etios,2013,1364,Third Party,Manual,150000.0,First Owner,Diesel,60,5.0,27.75294117647059,Hatchback,Chandigarh,3240.0
Audi Q7,2016,2967,Third Party,Automatic,75000.0,Second Owner,Diesel,240,7.0,17.352941176470587,SUV,Delhi,51000.0
Mahindra XUV500,2012,2179,Third Party,Manual,90000.0,Third Owner,Diesel,140,7.0,17.764705882352942,SUV,Chandigarh,6252.0
Maruti Alto,2013,796,Third Party,Manual,80000.0,Second Owner,Petrol,40,5.0,30.319999999999997,Hatchback,Chandigarh,1800.0
BMW 5,2018,2993,Third Party,Automatic,48000.0,First Owner,Diesel,260,5.0,20.494117647058825,Sedan,Delhi,52500.0
Maruti Swift,2021,1197,Third Party,Manual,15324.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Chandigarh,8232.0
Hyundai i20,2018,1396,First,Manual,67076.0,First Owner,Diesel,80,5.0,26.517647058823528,Hatchback,Chandigarh,7296.0
Hyundai Grand,2020,1197,First,Automatic,28778.0,First Owner,Petrol,80,5.0,27.599999999999998,Hatchback,Chandigarh,8328.0
Tata Nexon,2021,1199,First,Manual,30146.0,First Owner,Petrol,110,5.0,23.426666666666666,SUV,Chandigarh,10908.0
Maruti Ciaz,2022,1462,First,Manual,31793.0,First Owner,Petrol,100,5.0,27.53333333333333,Sedan,Chandigarh,11243.999999999998
Maruti Swift,2019,1197,Third Party,Manual,65131.0,Second Owner,Petrol,80,5.0,28.28,Sedan,Chandigarh,6432.0
Maruti Swift,2018,1197,Third Party,Manual,43312.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Chandigarh,6396.0
Ford Ecosport,2018,1498,Third Party,Manual,94521.0,First Owner,Diesel,90,5.0,27.058823529411764,SUV,Chandigarh,7824.0
Toyota Glanza,2019,1197,First,Automatic,93670.0,Third Owner,Petrol,80,5.0,26.08,Hatchback,Chandigarh,8664.0
Mercedes-Benz C-Class,2020,1950,First,Automatic,15000.0,First Owner,Diesel,190,5.0,14.823529411764707,Sedan,Delhi,47580.0
Renault Duster,2015,1461,Third Party,Manual,150000.0,First Owner,Diesel,80,5.0,24.058823529411764,SUV,Chandigarh,6300.0
Skoda Octavia,2022,1984,Third Party,Automatic,40000.0,First Owner,Petrol,180,5.0,21.080000000000002,Sedan,Chandigarh,34800.0
Honda City,2013,1497,Third Party,Manual,120000.0,Third Owner,Petrol,110,5.0,22.400000000000002,Sedan,Chandigarh,3720.0
Ford Figo,2012,1399,Third Party,Manual,120000.0,First Owner,Diesel,60,5.0,23.529411764705884,Hatchback,Chandigarh,2160.0
Hyundai i20,2020,1197,Third Party,Manual,20000.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Chandigarh,8280.0
Maruti Alto,2012,998,Third Party,Manual,80000.0,First Owner,Petrol,60,5.0,27.893333333333334,Hatchback,Chandigarh,2820.0
Audi Q3,2015,1968,First,Automatic,60000.0,First Owner,Diesel,170,5.0,18.50588235294118,SUV,Delhi,16500.0
Maruti S-Presso,2022,998,Third Party,Manual,16178.0,First Owner,Petrol,60,5.0,28.933333333333334,Hatchback,Chandigarh,5040.0
Maruti Wagon,2019,1197,Third Party,Manual,37842.0,First Owner,Petrol,80,5.0,27.36,Hatchback,Chandigarh,5616.0
Maruti Alto,2018,796,Third Party,Manual,41226.0,Second Owner,Petrol,40,5.0,29.400000000000002,Hatchback,Chandigarh,3408.0
Jaguar F-Pace,2018,1999,First,Automatic,56000.0,Second Owner,Diesel,170,5.0,19.270588235294117,SUV,Delhi,46500.0
Ford Ecosport,2020,1498,First,Manual,62397.0,First Owner,Diesel,90,5.0,27.058823529411764,SUV,Chandigarh,9156.0
Skoda Rapid,2020,999,Third Party,Manual,44867.0,Second Owner,Petrol,100,5.0,25.293333333333333,Sedan,Chandigarh,8628.0
Maruti Alto,2018,998,First,Manual,65143.0,First Owner,Petrol,60,5.0,32.52,Hatchback,Chandigarh,4104.0
Maruti Ciaz,2015,1248,First,Manual,109968.0,Second Owner,Diesel,80,5.0,30.83529411764706,Sedan,Chandigarh,5616.0
Maruti Alto,2018,998,Third Party,Manual,29010.0,Second Owner,Petrol,60,5.0,32.52,Hatchback,Chandigarh,3996.0
Maruti Alto,2009,796,Third Party,Manual,120000.0,First Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Chandigarh,1260.0
Mercedes-Benz GLS,2017,2987,Third Party,Automatic,110000.0,Second Owner,Diesel,250,7.0,12.941176470588236,SUV,Chandigarh,64200.0
MG Gloster,2023,1996,First,Automatic,20000.0,First Owner,Diesel,210,7.0,14.16470588235294,SUV,Delhi,54600.0
Hyundai EON,2017,814,Third Party,Manual,60000.0,Third Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Chandigarh,2400.0
Volkswagen Jetta,2009,1896,Third Party,Automatic,100000.0,First Owner,Diesel,100,5.0,18.235294117647058,Sedan,Chandigarh,3000.0
Mercedes-Benz GL-Class,2012,2987,Third Party,Automatic,120000.0,Second Owner,Diesel,220,7.0,14.117647058823529,SUV,Chandigarh,21600.0
BMW X4,2019,1995,First,Automatic,18000.0,Second Owner,Diesel,180,5.0,19.47058823529412,SUV,Delhi,64500.0
Nissan Magnite,2021,999,Third Party,Manual,47289.0,Second Owner,Petrol,70,5.0,25.0,SUV,Chandigarh,7680.0
Toyota Yaris,2021,1496,First,Manual,38874.0,First Owner,Petrol,100,5.0,22.8,Sedan,Chandigarh,9276.0
Hyundai i20,2022,1197,First,Manual,33567.0,First Owner,Petrol,80,5.0,28.0,Hatchback,Chandigarh,8448.0
Maruti Vitara,2021,1462,First,Manual,34541.0,First Owner,Petrol,100,5.0,22.706666666666667,SUV,Chandigarh,10056.000000000002
Maruti Baleno,2021,1197,Third Party,Manual,37288.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Chandigarh,7704.0
Maruti Baleno,2018,1248,First,Manual,52948.0,First Owner,Diesel,70,5.0,32.22352941176471,Hatchback,Chandigarh,6288.0
Hyundai i20,2018,1197,Third Party,Manual,46184.0,Second Owner,Petrol,80,5.0,24.8,Hatchback,Chandigarh,6612.0
Tata Nexon,2021,1199,First,Manual,12315.0,First Owner,Petrol,110,5.0,23.426666666666666,SUV,Chandigarh,12108.0
BMW X1,2023,1995,First,Automatic,6000.0,First Owner,Diesel,140,5.0,23.96470588235294,SUV,Delhi,66900.0
Maruti Swift,2008,1197,Third Party,Manual,120000.0,Third Owner,Petrol,80,5.0,23.333333333333332,Sedan,Chandigarh,1080.0
Hyundai EON,2015,998,Third Party,Manual,60000.0,Second Owner,Petrol,60,5.0,27.066666666666666,Hatchback,Chandigarh,2400.0
Mahindra XUV500,2013,2179,Third Party,Manual,100000.0,Second Owner,Diesel,140,7.0,17.764705882352942,SUV,Chandigarh,5040.0
Maruti Zen,2008,998,Third Party,Manual,120000.0,Second Owner,Petrol,60,5.0,24.266666666666666,Hatchback,Chandigarh,1188.0
Toyota Fortuner,2011,2982,Third Party,Manual,120000.0,First Owner,Diesel,170,7.0,13.529411764705882,SUV,Chandigarh,7800.0
Skoda Yeti,2012,1968,Third Party,Manual,150000.0,Third Owner,Diesel,130,5.0,20.78823529411765,SUV,Chandigarh,4800.0
